index	title	description	category
346	A24’s Nicolas Cage-Starring ‘Dream Scenario’ Opens In Limited Release With Spoof ‘It’s A Wonderful Knife’, Doc ‘Orlando, My Political Biography’ – Specialty Preview	A24 continues its stream of special runs opening dark comedy Dream Scenario in limited release on six screens in New York and LA. Written and directed by Kristoffer Borgli’s (Sick Of Myself) and produced by Ari Aster, it stars Nicolas Cage as a hapless family…	
347	Tens of thousands of old phones linger in vintage seller's inventory	"Phoneco, a mom-and-pop seller of analog technology, has tens of thousands of classic rotary phones in stock and they aren't shifting.




Their inventory exploded in 1991, when the Knappens purchased 13 semi-trailer loads of phones from the Turtle Lake busine…"	
348	Apple Original Films & Sony’s ‘Napoleon’ To Gallop Into China	Apple Original Films and Sony Pictures’ Ridley Scott-directed action epic Napoleon has landed a theatrical release date in China of Dec. 1. The movie starring Oscar winner Joaquin Phoenix in the title role will begin its global raid on Wednesday; here in the …	
349	Tiger 3 Third Day Box Office Collection Worldwide: How Much Did Salman Khan’s Film Earn?	Salman Khan’s latest film, Tiger 3, has not only garnered positive reception from the audience but also smashed box office records in its third day box office collection. The action-packed thriller movie has made blockbuster earnings domestically as well as g…	
350	Tiger 3 Second Day Box Office Collection Worldwide: How much Did Salman Khan Movie Earn?	Salman Khan’s latest release, Tiger 3, opened with a blast at the box office. The film witnessed a remarkable surge in revenue on its second day of release, even though it was a Monday. According to industry tracker Sacnilk, the film raked in an impressive $6…	
351	MTV Documentary Films To Premiere 5 Shorts On Paramount+ Next Week, Each One “Sublime And Beautifully Directed”	EXCLUSIVE: MTV Documentary Films’ impressive slate of short films will debut on the Paramount+ streaming platform on Tuesday, a lineup that includes The ABCs of Book Banning, the directorial debut of documentary legend Sheila Nevins. Nevins executive produces…	
352	‘The Marvels’ Tallies Only $21.5 Million At Box Office On Opening Day Despite $220 Million Budget, Report Says	The movie is projected to deliver the worst weekend box office debut in Marvel Cinematic Universe history.	
353	Official Trailer for Dog Movie 'Arthur the King' Starring Mark Wahlberg	"""Extra meatballs for you, my friend."" Give him all the meatballs! Lionsgate has revealed an official trailer for a dog movie called Arthur the King, set for release in March 2024. They slid in to take this release spot after the reshuffling of movie release d…"	
354	‘The Marvels’ Tallies Only $21.5 Million On Box Office Opening Day Despite $220 Million Budget, Report Says	The movie is projected to deliver the worst weekend box office debut in Marvel Cinematic Universe history.	
355	Nathan Hertz’s Debut Feature ‘Thinestra’ Tackles Body Image With Horror And Dark Humor	EXCLUSIVE: Filming is underway in Los Angeles at Stay Lucky Studios for horror-comedy Thinestra, starring twin sisters Melissa Macedo (Girlboss) and Michelle Macedo (Every Time I Die). Directed by Nathan Hertz in their feature directorial debut, and written b…	
356	Mogul Unlocked: This Is Jason Lee	There is more to Jason Lee than amazing celebrity interviews. He is a self-made millionaire, philanthropist, author, and businessman who epitomizes the American dream.	
357	7 video game movie and TV adaptations we can’t wait to watch	What's going to be the next great video game adaptation? We've got seven video games in mind that are already optioned for films and TV shows.	
358	‘Barbie’ Set For Gotham Awards’ Inaugural Global Icon & Creator Tribute	The likely pink-hued awards season continues. The Gotham Awards will honor 2023’s highest-grossing film, Greta Gerwig’s Barbie, with its inaugural Global Icon & Creator Tribute. The honor will be presented November 27 at the 33rd annual Gotham Awards ceremony…	
359	Tiger 3 Day 6 Advance Booking Collection: Salman Khan Movie Records 59% dip	Tiger 3, starring Salman Khan and Katrina Kaif, continues to make waves at the box office. The movie is defying expectations and leaving spectators on the edge of their seats. The film has seen a peculiar box office trajectory. Despite initial reservations, i…	
360	‘The Marvels’ Makes Box Office History, ‘The Hunger Games’ Eyes #1 Spot	"What cost ""The Marvels"" the box office crown for November, and will ""The Hunger Games: The Ballad of Songbirds and Snakes"" become the month's box office royalty?"	
361	96 Reasons to Love (Di)vision's New G-Star Collab	The year is 1996: Celine Dion and Toni Braxton are playing on the radio, Space Jam is a box office hit, and the Nintendo 64 is on every kid's holiday wish list…	
362	The Super Mario Bros. Movie Will Stream On Netflix In Time For The Holidays	Want to add some mushrooms to your winter holiday decorations? The Super Mario Bros. Movie is coming to Netflix in December.	
363	India Box Office: Salman Khan Scores Highest-Opener With ‘Tiger 3’	Indian box office report: Hindi film 'Tiger 3' scores big at the ticket windows, becomes Bollywood star Salman Khan's highest-ever opening movie.	
364	'The Marvels' Suffers 'Unprecedented Box Office Collapse'	The superhero movie may have encountered a new villain at the box office: genre fatigue.	
365	Rep. Joaquin Castro asks Justice Dept. to review Warner Bros.' practice of permanently shelving movies for tax breaks	"In the past couple of years, Warner Bros. Discovery has withheld completed movies from release in order to get tax breaks. ""Batgirl"" and ""Scoob! Holiday Haunt"" were fully completed and intended to be released on the streamer Max, but permanently shelved so th…"	
366	Viva Pictures Takes North America On Chinese 3D Animation ‘Deep Sea’	EXCLUSIVE: Indie animation distributor Viva Pictures has acquired North American rights to Deep Sea, a 3D animated feature that world premiered out of Berlin earlier this year. Written and directed by Tian Xiaopeng (Monkey King: Hero Is Back), the $80M Mandar…	
367	Peacock Acquires U.S. Rights To Brit Cringe Comedy Series ‘Hapless’ Starring Tim Downie	EXCLUSIVE: Peacock has acquired U.S. rights to season one and two of Brit sitcom Hapless. The series, which heralds from veteran Brit director Gary Sinyor, revolves around an obsessive and gaffe-prone journalist for a fictional Jewish newspaper. Tim Downie (O…	
368	gglum – “Easy Fun”	Last month, London’s Ella Smoker, aka gglum, shared the song “SPLAT!” Today, she’s back with the ominous, mischievous track “Easy Fun” with a video directed by Finnegan Travers.	
369	#471 November 14, 2023		
370	Michael Imperioli Joins Jeremy Strong In Broadway’s ‘An Enemy Of The People’; Brad Pitt’s Plan B Signs On As Producer	The upcoming Broadway revival of Ibsen’s An Enemy of the People starring Jeremy Strong has landed two more heavy hitters: Michael Imperioli will costar opposite Strong, and Plan B, the production company of Brad Pitt, Dede Gardner & Jeremy Kleiner, has signed…	
371	Ballad Of Songbirds And Snakes' Rachel Zegler always pictured herself starring in this movie	With the SAG-AFTRA strike finally over, actors can get back to work acting and doing promotional stuff to promote their acting. Hunger Games prequel The Ballad Of Songbirds And Snakes had gotten an interim agreement in October, so its stars could’ve promoted …	
372	‘The People Under The Stairs’ Reboot Being Penned By Ezra Claytan Daniels For Monkeypaw & Universal	EXCLUSIVE: Doom Patrol and Night Sky scribe Ezra Claytan Daniels has signed on to write the screenplay for The People Under the Stairs, a reboot of the 1991 Wes Craven horror movie, for Monkeypaw Productions through their deal at Univeral. Monkeypaw Productio…	
373	Salman Khan’s ‘Tiger 3’ Makes Worldwide Debut at No. 4 Despite Delayed Holiday Release	Yash Raj Films’ “Tiger 3,” starring Salman Khan and Katrina Kaif, debuted in fourth position at the global box office with $11.5 million, according to numbers released by Comscore. The film achieved this despite opening in India on Nov. 12, a Sunday, on the d…	
374	Jack Antonoff Producing The New Look TV Soundtrack Featuring Lana Del Rey, Matty Healy, Nick Cave, More	Perfume Genius, Florence Welch, Bleachers, and Beabadoobee will perform covers for the Apple TV+ series starring Juliette Binoche and Ben Mendelsohn	
375	Donald Glover Didn’t Get ‘Mr. and Mrs. Smith’ Movie’s Appeal Ahead of Series: It’s Just ‘Gorgeous People’	Glover is reimagining the steamy 2005 spy movie starring Brad Pitt and Angelina Jolie for a Prime Video series co-starring Maya Erskine.	
376	‘Sound Of Freedom’ Studio Angel Studios Acquires True-Life WWII Thriller ‘Bonhoeffer’	EXCLUSIVE: Angel Studios, the studio behind surprise global blockbuster Sound of Freedom, has acquired worldwide rights to Bonhoeffer (fka God’s Spy), a true-life thriller written and directed by Sully scribe Todd Komarnicki. Spotlighting the courage and sacr…	
377	‘The Curse’ Episode 2: A Pregnancy Scare and a Heist to Remember	Second episode of Showtime/Paramount+ series starring Nathan Fielder and Emma Stone brought the discomfort by way of a pregnancy and clumsy break-in.	
378	The ‘Madame Web’ Trailer Foretells a Superhero-Franchise Future for Dakota Johnson and Sydney Sweeney	Arachnophiles rejoice: Sony's Spider-Man extended universe is about to get a little bit more extensive.	
379	‘The Hunger Games: The Ballad Of Songbirds & Snakes’ Begins With Thursday Previews Around $6M – Box Office	EXCLUSIVE: Lionsgate’s prequel The Hunger Games: The Ballad of Songbirds & Snakes is looking at a Thursday night between $5.75M-$6M after showtimes that began at 3PM. Again, these numbers aren’t from the studio and we could see a slightly different result by …	
380	Highlander Reboot Starring Henry Cavill Due Out 2026	The hotly anticipated Highlander reboot starring The Witcher and Man of Steel's Henry Cavill, dubbed ‘John Wick with swords’, is due out at some point in 2026.	
381	Pūteketeke named New Zealand's Bird of the Century in landslide	"The campaign launched by John Oliver, host of the HBO show ""Last Week Tonight,"" for the Pūteketeke to win New Zealand's Bird of the Century contest resulted in a massive landslide for the colorful water bird.



The online voting event is held by New Zealand'…"	
382	‘Barbie’ Earns 11 Grammy Nominations After Box Office Success	Before earning nearly a dozen Grammy nominations, ‘Barbie’ was already the highest-grossing film of the year.	
383	Martin Scorsese Hilariously Admits He’s ‘Tricked Into’ Making TikToks With Daughter Francesca	“I didn’t know those things go viral,” the iconic filmmaker said.	
384	10 Clearly Unfinished Movies That Came Out Anyway	Facing budget cuts, rewrites, and slap-dash effects, studios release some movies unfinished or incomplete, resulting in poor reviews and box office.	
385	5 movies like Netflix’s The Killer you should watch right now	David Fincher's action movie The Killer is popular on Netflix. If you enjoyed it, you should check out these five films that are just like it.	
386	A 2012 Ewan McGregor Drama Is Making A Steady Climb Up Netflix's Top Charts	The Impossible, starring  Naomi Watts, Ewan McGregor, and Tom Holland, is climbing the charts on Netflix.	
387	New OTT Releases This Week: Vijay’s Leo, Apurva, & More	In a thrilling week for entertainment enthusiasts, a mix of highly anticipated OTT releases is set to grace the screens. The OTT giants are offering shows of a variety of genres for viewers. Leading the pack is Tara Sutaria’s survival film, Apurva, promising …	
388	The Marvel Cinematic Universe Is Broken, And Marvel Can Only Blame Itself	The hits never stop coming for Marvel during its so-called Multiverse Saga. The Marvel Cinematic Universe juggernaut has spent nearly the entire post-Avengers: Endgame period mired in one mess or another, constantly shuffling around its release schedule and, …	
389	Leo box office collection Day 23: Vijay-starrer faces competition against Jigarthanda DoubleX, mints Rs 596.7 crore	Leo box office collection Day 23: Vijay's film has started seeing a downward trend in its earnings after Karthik Subbaraj's Jigarthanda DoubleX released in theatres on November 10.	
390	An Elon Musk Biopic Directed by Darren Aronofsky Is in the Works	"Kirsty Wigglesworth/Reuters
If you feel like there’s a crushing absence of Elon Musk content in your life, fear not: a biopic movie is in development.As Puck first reported Thursday, indie film producers A24 has won the rights to make a film based on Walter …"	
391	Elon Musk Biopic Reportedly In Development With Oscar-Nominated Director Darren Aronofsky	Darren Aronofsky, who was nominated for Best Director at the Academy Awards for the 2010 film “Black Swan,” is reportedly set to direct a biopic about the life of Elon Musk.	
392	Jigarthanda DoubleX movie review: Karthik Subbaraj’s ode to films is part meta cinema, part social commentary	Jigarthanda DoubleX movie review: Karthik Subbaraj's film tries to be a lot of things at once. It's Jack of all and King of one -- deliciously entertaining meta cinema.	
393	Premiere Entertainment Begins Production In El Salvador On Body Swap Comedy ‘The Ballad Of Hortensia’	EXCLUSIVE: Cameras have rolled on The Ballad Of Hortensia, a body swap comedy from Premiere Entertainment set in El Salvador, starring Francisco Gattorno (Julian Schnabel’s Before Night Falls) and Helena Haro (Black Warrant).  Arturo Menendez (Malacrianza) is…	
394	James Cameron Is (Finally) Releasing The Abyss: Special Edition Remastered In 4K In Theaters This December	At long last, James Cameron&amp;#39;s underwater sci-fi classic (no not that one) The Abyss is coming to 4K, hitting theaters for one night only in December.	
395	12 Movies That Dominated Each Decade At The Box Office	Cinema has changed a lot over the last century, and each decade saw new films dominate at the box office as audiences and tastes evolved with it.	
396	The dream economic scenario might be back on the table, as inflation cools and growth surges	Stocks surged after Tuesday's CPI report, with traders hopeful the Federal Reserve will be able to tame inflation without crushing growth.	
397	The Color Purple (2023): Release Date, Cast, Story Details, Trailer & Everything We Know	Everything that has been confirmed about The Color Purple (2023), the coming-of-age musical film, starring Fantasia Barrino and Taraji P. Henson.	
398	‘The Fall Guy’ Moves To May 2024 In Previous Slot Held By ‘Deadpool 3’	Universal Pictures is pushing back the release of The Fall Guy starring Ryan Gosling and Emily Blunt. The action comedy film was originally set to premiere on March 1, 2024, and will now drop on Friday, May 3, 2024. The move will put the movie in Deadpool 3’s…	
399	British writer A.S. Byatt, author of the novel 'Possession,' dies at 87	Author A	
400	Ultraman Rising's First Trailer Comes With Giant-Sized Growing Pains	Netflix and Tsuburaya have teamed up to bring Ultraman to the world of animation once more—with a slick new look and a wild twist: this time the Giant of Light has to look after a monster, instead of simply beating them up.Read more...	
401	The Marvels just might be the MCU’s first huge box office disaster	With The Marvels, the MCU might experience its first major box office disaster.	
402	The Witcher Is Returning to Animation, and Bringing a New-Old Voice With It	We’re going to be waiting a long while before Geralt’s live-action adventures—complete with a new face—continue on Netflix. But that’s not to say the Witcher won’t be witching any time soon either, thanks to a new movie—starring a very familiar voice.Read mor…	
403	Daisy Ridley's New Movie Is Off To A Terrible Start At The Box Office	The Marsh King&amp;#39;s Daughter, starring Daisy Ridley, tanked at the box office this weekend, garnering another likely loss for STX films.	
404	20 Years Later, ‘Elf’ Still Holds Up Because Of 1 Enduring Life Lesson	The movie, starring Will Ferrell as a human elf, still charms because of this approach to the world.	
405	'The Marvels' bombs with worst MCU opening yet	The age of superhero movies is over. 'The Marvels,' already perceived as the MCU's Hail Mary, failed to crack $48m on its opening weekend. With a $274.8m official budget (and much more spent on marketing), it is all but doomed to be the fall movie season's bi…	
406	The Morning After: Is the M3 iMac worth it?	"Unlike many of my peers, I prefer desktops to laptops, so I’m always excited when a new iMac rolls off the production line. I’ve had my eye on one for a while, especially now it’s packing an M3 chip
 with all the power that promises. Sadly for me and other d…"	
407	"""Titicut Follies"" (1967) is a once-banned documentary about the horrific treatment of prisoners at Bridgewater State Hospital"	"Titicut Follies is a documentary released in 1967 that exposed the horrific and cruel treatment of prisoners in 1966 at the Bridgewater State Hospital for the criminally insane in Bridgewater, Massachusetts.



It was produced, written, and directed by Freder…"	
408	"""Kinda Crazy"" celebrates the legendary Rip City Skates"	Jim McDowell and Bill Poncher's Rip City Skates has been the go-to shop for your first deck, fast bearings, or a cool t-shirt since I was in pre-school. This documentary, directed by Daniel Pappas and produced by Chris Candy, Sam Sweet, and Rick Darge is an a…	
409	The Smile Announce New Album Wall of Eyes, Share Video for New Song Directed by Paul Thomas Anderson	The band also announced European tour dates for 2024	
410	Bob Iger admits Disney's movies aren't all that good anymore	The Disney CEO said the company was focused on quantity over quality.	
411	The Marvels Has The Worst MCU Box Office Debut Ever	Captain Marvel might be the most powerful Avenger, but that didn't help the superhero's sequel at the box office. The Marvels just opened with the worst start ever for the MCU by pulling in $47 million domestically--$110.3 total when adding in international m…	
412	How Marvel Cheated Themselves Out Of The Profits From Blade	Back in the late &amp;#39;90s, superhero movies weren&amp;#39;t guaranteed box office hits, and Marvel was taking only small fees for the big screen rights to their characters.	
413	Ian McKellen to play Falstaff in Shakespeare adaptation Player Kings	The actor will portray Falstaff in a new play which blends Shakespeare's Henry IV, parts one and two	
414	Hollywood actors' strike is set to end Thursday after SAG-AFTRA reached a tentative agreement with major studios: reports	Actors will still have to ratify the deal reached by SAG-AFTRA negotiators, but the strike will end at 12:01 a.m. Thursday, the union said.	
415	‘The Marvels’ With $140M Global Opening, Not Expected To Be Marvelous At Weekend Box Office – Preview	Here’s something we don’t see often: Opening projections plummeting for a Marvel Studios movie. Their latest sequel to 2019’s Captain Marvel, The Marvels, which is also an extension to Disney+ series WandaVision and Ms. Marvel, has seen its weekend forecast c…	
416	‘The Marvels’ Debuts Atop U.K., Ireland Box Office as ‘Tiger 3’ Roars	Disney’s “The Marvels” debuted atop the U.K. and Ireland box office with £3.4 million ($4.2 million), according to numbers released by Comscore. However, in keeping with its global bow, the opening was soft as the latest installment in the MCU scored just abo…	
417	Pink Siifu Covers Gonjasufi’s “Sheep” in Video Directed by Fugazi’s Brendan Canty: Watch	The musician performed the 2010 track for Sounds of Saving and the 988 Suicide & Crisis Lifeline’s “Song That Found Me at the Right Time” series	
418	Watch the National and Phoebe Bridgers’ New “Laugh Track” Video, Directed by Bob’s Burgers’ Bernard Derriman	A couple mulls the big questions in the visual for the title track of the National’s recent album	
419	Eclipsed in his Era, Bayard Rustin Gets to Shine in Ours	Adam Gopnik considers the career of the civil-rights luminary Bayard Rustin, the organizer of the March on Washington and the subject of the essay collection “Bayard Rustin: A Legacy of Protest and Politics,” edited by Michael G. Long, and “Rustin,” directed …	
420	This New Road Trip Comedy Is The Top Movie On Hulu Right Now	A sci-fi romance and animated superhero film are also trending on streaming services like Netflix, Apple TV+, Max and Amazon Prime Video.	
421	New US Trailer for African Spiritual Thriller 'Omen' Directed by Baloji	"""Here they tell you to do something, and you do it."" Utopia has unveiled the first trailer for an atmospheric thriller from Africa titled Omen, the feature directorial debut of the artist / filmmaker known as ""Baloji"". This premiered at the 2023 Cannes Film F…"	
422	Robert Butler, Star Trek & Batman TV Director, Has Died at Age 95	Filmmaker Robert Butler passed away earlier in the month on November 3 at 95 years old, according to the Hollywood Reporter.Read more...	
423	The Marvels is headed for one of the MCU's all-time worst box office openings	Whatever your feelings about the current creative state of the Marvel Cinematic Universe, it’s hard to deny that the franchise’s financial issues are becoming more obvious by the week. That’s come into especially tight focus this week, with the release of Nia…	
424	From Five Nights At Freddy's To The Last Of Us: The Video Game Curse Has Lifted	Superhero movies have been declining at the box office ... is now the time for the video game movie?	
425	‘Merrily’ Revival Keeps Rolling Along To Sold-Out Houses – Broadway Box Office	Merrily We Roll Along, the Sondheim musical revival starring Daniel Radcliffe, Jonathan Groff and Lindsay Mendez, was Broadway’s sole sell-out last week, filling every last seat at the Hudson Theatre with an eye-popping average ticket price of $234.40. The cr…	
426	Bandra movie review: Dileep film is just a copy of a copy of a copy	Bandra movie review: Arun Gopy's Bandra, starring Dileep and Tamannaah Bhatia in the lead roles, starts off as an unpromising movie and ends pretty much the same way, after making the viewers experience too many déjà vus.	
427	Laura Jane Grace Announces New Album and Tour, Shares Video for New Song “Hole in My Head”: Watch	The video for the album’s title track was directed by Danny Trejo’s son Gilbert Trejo	
428	‘Priscilla’, ‘The Holdovers’ Expand Nicely; ‘Dream Scenario’ With Nicolas Cage Sees Solid Limited Opening – Specialty Box Office	Festival and specialty fare releases crowded the top ten this weekend with Priscilla (A24) and The Holdovers (Focus Features) expanding to hit nos. 4 and 6 respectively. Yash Raj Films’ Bollywood thriller Tiger 3 is at no. 8, and world of mouth continued to b…	
429	Today In Good News: The 2023 Box Office Has Already Surpassed The Entire Total For 2022	The domestic box office total for 2023 has already surpassed that for 2022. Unfortunately, however, 2024 may struggle to continue that upward trend.	
430	After 30 Years, The Nightmare Before Christmas Just Passed A Huge Box Office Milestone	What&amp;#39;s this? What&amp;#39;s this? The Nightmare Before Christmas just had itself a box office milestone 30 years after it first hit theaters.	
431	A Japanese Fantasy Film Is Making A Strong Mark On Netflix's Top 10	Knights of the Zodiac was panned by critics and bombed at the box office, but it&amp;#39;s found a whole new audience since arriving on Netflix.	
432	The Marvels Is On Track For One Of The MCU's Lowest Box Office Openings	Bad news for The Marvels: the latest from the Marvel Cinematic Universe looks to be headed towards a less-than-great opening weekend at the box office.	
433	The first original Invincible videogame, starring Atom Eve, is out today	Robert Kirkman's Invincible is a comic book and lately, animated series about a young superhero finding in his feet in a world where superheroes routinely get decapitated, disembowelled, melted, squished or just plain old beaten to a pulp. Much like The Boys,…	
434	Marvel's The Marvels opens at the top of the weekend box office, and let’s leave it at that	It looks like Marvel Studios’ domination of the U.S. box office continues, with The Marvels—the latest entry in the MCU—opening in the number one spot. Of course… it did also manage to have the worst opening weekend in the history of the franchise, as predict…	
435	Unpacking nine VAR checks in chaotic half of football	"Jamie Carragher calls it ""box office"", commentator Peter Drury says it is ""carnage and chaos""."	
436	‘The Garfield Movie’ Trailer: Chris Pratt’s Lasagna-Loving Fat Cat Is Back	‘The Garfield Movie’ released the film's first trailer, starring Chris Pratt, Samuel. L. Jackson, Hannah Waddingham, and Bowen Yang.	
437	Russia spends millions on war propaganda films. Most are box office bombs	As the war in Ukraine drags on, the Kremlin is trying to win audiences over at the movies.	
438	The Marvels Box Office Was Even Worse Than Expected – What The Heck Happened?	The Marvels, the latest film in the ongoing Marvel Cinematic Universe, significantly stumbled in its opening weekend, marking the worst MCU opening ever.	
439	Five Nights At Freddy's Fell Hard At The Box Office – Was The Peacock Release A Mistake?	After a triumphant first weekend at the box office, Five Nights at Freddy&amp;#39;s took a hard tumble in its second week &ndash; and a certain Peacock may be to blame.	
440	John Kramer Kills Again! (At The Box Office As Saw X Crosses $100 Million)	Saw continues to be an unstoppable force at the box office, with Saw X bringing in more than $100 million in theaters. Who&amp;#39;s ready to play another game?	
441	20 Years Ago, Elf Became A Huge Box Office Hit (And A Modern Holiday Classic)	Elf helped turn Jon Favreau into a must-get director, proved Will Ferrell was more than an R-rated comedian, and made a modern Christmas classic.	
442	Can The Hunger Games Prequel Recapture The YA Box Office Magic For Lionsgate?	After eight years, there&amp;#39;s a new Hunger Games movie heading to theaters. How will The Ballad of Songbirds and Snakes perform relative to the original films?	
443	The Marvels Box Office Points To A Major Problem In Hollywood, Not Just Marvel	Unfortunately for Disney (and Hollywood in general), larger budgets have become the norm of late. The Marvels is the latest example of why that&amp;#39;s a big problem.	
444	Iron Maiden’s Bruce Dickinson Starring In ABBA Tribute Band Horror Movie	In September, Iron Maiden frontman Bruce Dickinson announced The Mandrake Project, his new solo album in nearly 20 years. And today, it was announced he’ll be starring in Bjorn Of The Dead, a horror movie about an ABBA tribute band.	
445	Visit Brian Eno's imaginary landscapes and explore his creative process in this 1989 documentary (video)	In the 1980s and 1990s, Mystic Fire was a New York-based producer of direct-to-VHS videos at the intersection of art, music, consciousness, and the counterculture. They released films by and about Kenneth Anger, Maya Deren, William Burroughs, Abbie Hoffman, L…	
446	Official Trailer for 'Ruthless' Action Thriller Starring Dermot Mulroney	"""Pick your fights, Harry!"" ""I will."" Saban Films has revealed an official trailer for Ruthless, another action crime thriller from the direct-to-video trash pile getting a release this year. Ruthless is the latest film from director Art Camacho, and it's yet …"	
447	The Tonight Show Starring Jimmy Fallon Season 10 Streaming: Watch & Stream Online via Peacock	Get ready to laugh, cheer, and be thoroughly entertained with The Tonight Show Starring Jimmy Fallon Season 10, which aired in 2022. Join Jimmy Fallon as he continues to bring the late-night magic to your screens with hilarious sketches, celebrity interviews,…	
448	Barbie Movie Lands 11 Grammy Nominations	After dominating this year’s summer box office, Warner Bros.’ live-action Barbie movie is expected to receive multiple nods in the upcoming awards’ season. Today, Greta Gerwig‘s Barbie earned its first batch of nominations, with the 66th Grammy Awards recogni…	
449	Don't Feed The Trolls, And Don't Blame The Marvels Director Nia DaCosta For The Film's Box Office	Crappy people online are throwing The Marvels director Nia DaCosta under the bus for the film&amp;#39;s disappointing box office, but that&amp;#39;s objectively inaccurate.	
450	The Correct Order To Watch The Transformers Franchise	The Transformers franchise has some high highs and very low lows, when it came to the box office and when it comes to quality. Here&amp;#39;s how to watch.	
451	"""How a Sausage Dog Works"" is an experimental animation by Julian Józef Antonisz"	"How a Sausage Dog Works is an experimental animation by Julian Józef Antonisz. I love the way that this humorous film uses objects' shadows as a way to loosely represent the inner structures of the weiner dog. 



Without reading the film description, I would…"	
452	Ukraine charges officials with treason: working for Russia to feed Giuliani fake Biden information to influence 2020 election	Ukraine's Bureau of Investigation have charged lawmaker Oleksandr Dubinsky and other officials with high treason, for working with Russia to spread disinformation about Ukraine's government, create division between the U.S. and Ukraine, and thwart Ukraine's p…	
453	How To Watch The Creator At Home	Even though it didn&amp;#39;t have a big box office haul, hopefully more will discover Gareth Edwards&amp;#39; The Creator when it&amp;#39;s available to watch at home this month.	
454	Twitter Wants the ‘Always Sunny’ Cast to Play the Fantastic Four	The ‘Fantastic Four’ film will be directed by an ‘Always Sunny’ alum — maybe it should star a few as well	
455	Paramount is still dealing with that prickly Top Gun: Maverick lawsuit	Last summer, when Tom Cruise was flying laps around the box office and shooting the hell out of [generic, unnamed foreign enemy] in Top Gun: Maverick, Paramount was hit with a lawsuit claiming that it had infringed on the copyright of Ehud Yonay—the late jour…	
456	What's right and what's wrong with Marvel today?	It’s not much of a surprise that The Marvels didn’t fare so well at the domestic box office in its first weekend. Sure, it came in at No. 1 with $47 million, but that’s the lowest opening of any film in the Marvel Cinematic Universe. Factor in the $41.4 milli…	
457	Broadway Box Office Heads Into Holiday Season At Steady Clip With Weekly Take Of $29M	Broadway began its trek into the lucrative holiday season last week at a steady clip, with the 28 shows grossing a total of $29,163,440 for the week ending November 12. That’s up about 10% over the previous week, though down about the same percentage from las…	
458	Madame Web's First Trailer Shows Dakota Johnson As Paramedic Who Can See The Future	"Sony Pictures has released the first trailer for Madame Web, its upcoming Spider-Man spin-off movie starring Dakota Johnson. The Fifty Shades of Grey star plays Cassandra Webb in the origin story for the Marvel hero.The movie is described as a ""suspense-drive…"	
459	12th Fail Box Office Collection Day 10: How Much Did Vikrant Massey’s Film Earn?	12th Fail has continued to impress at the box office as it enters its second week of release. The movie is based on the real-life story of IPS officer Manoj Kumar Sharma and his wife Shraddha Joshi. It has garnered significant attention for its exceptional st…	
460	Tiger 3 First Day Box Office Domestic Collection: Salman Khan-starrer Has Biggest Diwali Opening	Salman Khan‘s highly anticipated Tiger 3 saw a mega opening at the box office after collecting millions in advance booking. Directed by Maneesh Sharma, Tiger 3 is the fifth installment of the YRF Spy Universe. It follows the events of Ek Tha Tiger (2012), Tig…	
461	Leo Box Office Collection Day 19: How Much Did  Thalapathy Vijay’s Film Earn?	In a remarkable display of cinematic prowess, Leo has refused to slow down at the box office. The action-packed thriller, directed by Lokesh Kanagaraj, stars the talented Thalapathy Vijay opposite the gorgeous Trisha Krishnan and the formidable Sanjay Dutt as…	
462	"Edward Norton fought with Marvel to make a ""serious"" Hulk movie, which is probably why they fired him"	Many lessons have been extracted from the success of Marvel’s original Iron Man over the last 15 years: Jon Favreau’s unlikely (at the time) box office winner took a B-tier comic book hero and made him the biggest name on the planet, largely by going low-key …	
463	20 years ago, Elf saved the Christmas movie	2003 was an exciting time for Christmas movies. As Love Actually and Bad Santa gave adults a reason to get in the spirit, a little film about a big elf became a box office heavyweight. Jon Favreau’s Elf turns 20 on November 7, and it remains the most enduring…	
464	‘Our Son’ Sets Vertical Release; Billy Porter & Luke Evans Top Custody Battle Drama	EXCLUSIVE: After world premiering at the 2023 Tribeca Festival, the custody battle drama Our Son, starring Billy Porter (Pose), Luke Evans (Beauty and the Beast), and newcomer Christopher Woodley, has set release plans with Vertical. Directed by Bill Oliver, …	
465	‘Avengers: The Kang Dynasty’ Loses Director Destin Daniel Cretton	"He's still working on the series ""Wonder Man"" and the ""Shang-Chi"" sequel."	
466	15 Best Actor contenders for the 2024 Oscars	As the weather outside cools down, awards season is heating up, with prestige releases arriving weekly from now until the end of the year. Which means it’s time to start looking ahead to the Academy Awards, as well as the other awards shows that lead up to Ho…	
467	‘Ballerina’ Director Len Wiseman Signs With Range Media Partners	EXCLUSIVE: Range Media Partners has signed filmmaker Len Wiseman. He will next debut his highly anticipated film Ballerina, which is setto bow on June 7, 2024. The film is an action spinoff of the lucrative John Wick franchise and follows a young assassin, pl…	
468	A24’s Nicolas Cage-Starring ‘Dream Scenario’ Opens In Limited Release With Spoof ‘It’s A Wonderful Knife’, Doc ‘Orlando, My Political Biography’ – Specialty Preview	A24 continues its stream of special runs opening dark comedy Dream Scenario in limited release on six screens in New York and LA. Written and directed by Kristoffer Borgli’s (Sick Of Myself) and produced by Ari Aster, it stars Nicolas Cage as a hapless family…	
